id_match,names,home_away,managers,formations,attendance,date,stadium,championship,edition,country,score,goals,goals_past,total_shots,woodwork,shots_on_target,shots_off_target,blocked_shots,total_possession,touches,total_passes,accurate_passes,pass_success,key_passes,dribbles_attempted,dibles,dribbles_past,dribbles_success,aerials_won,aerial_success,offensive_aerials,defensive_aerials,tackles,tackle_success,tackles_attempted,was_dribbled,clearances,interceptions,corners,corner_accuracy,dispossessed,errors,fouls,offsides,start_minutes,end_minutes
1792,Sarmiento,1,Manager:Mario Sciacqua,5-3-2,stadium_clmn_attend:0, 18-Sep-21,stadium_clmn_venue: Estadio Feliciano Gambarte,La Liga professional,2021,Argentina,1 - 1,1,1,10,0,2,7,1,34.7,430,247,145,59,5,7,3,9,43,26,58,30,15,12,57,21,9,20,13,4,75,5,0,11,2,0,90
1793,Huracan,0,Manager:Frank Kudelka,4-1-4-1,stadium_clmn_attend:0,19-Sep-21,stadium_clmn_venue: Tomás Adolfo Ducó,La Liga professional,2021,Argentina,0 - 1,0,1,20,0,4,13,3,56.0,690,471,395,84,13,17,14,12,82,16,57,17,11,14,54,26,12,9,10,10,30,11,0,9,2,0,90
1793,Independiente,1,Manager:Julio César Falcioni,4-2-3-1,stadium_clmn_attend:0,19-Sep-21,stadium_clmn_venue: Tomás Adolfo Ducó,La Liga professional,2021,Argentina,0 - 1,1,0,7,0,5,2,0,44.0,615,399,307,77,4,16,12,14,75,12,43,11,17,14,50,28,14,45,15,4,25,10,1,12,1,0,90
1794,Lanus,0,Manager:Luis Zubeldía,4-4-2,stadium_clmn_attend:0, 20-Sep-21,stadium_clmn_venue: Ciudad de Lanús,La Liga professional,2021,Argentina,1 - 2,1,2,14,0,6,6,2,60.0,680,422,318,75,10,28,18,8,64,24,60,27,13,18,69,26,8,12,10,5,20,8,0,17,1,0,90
1794,Newell's Old Boys,1,Manager:Fernando Gamboa,4-2-3-1,stadium_clmn_attend:0, 20-Sep-21,stadium_clmn_venue: Ciudad de Lanús,La Liga professional,2021,Argentina,1 - 2,2,1,9,0,4,5,0,40.0,505,288,179,62,7,19,8,18,42,16,40,13,27,18,50,36,18,29,14,3,0,7,1,19,1,0,90
1795,River Plate,0,Manager:Marcelo Gallardo,4-1-2-1-2,stadium_clmn_attend:0, 20-Sep-21,stadium_clmn_venue: Estadio Monumental Antonio Vespucio Liberti,La Liga professional,2021,Argentina,1 - 0,1,0,24,1,4,13,7,76.4,918,724,627,87,20,24,14,2,58,16,42,9,29,13,87,15,2,6,5,5,80,6,0,14,1,0,90
1795,Arsenal Sarandi,1,Manager:Israel Damonte,4-4-2,stadium_clmn_attend:0, 20-Sep-21,stadium_clmn_venue: Estadio Monumental Antonio Vespucio Liberti,La Liga professional,2021,Argentina,1 - 0,0,1,4,0,2,1,1,23.6,402,225,126,56,2,8,2,14,25,22,58,29,9,16,53,30,14,22,12,0,0,7,0,13,2,0,90
1796,Colon,0,Manager:Eduardo Domínguez,4-1-4-1,stadium_clmn_attend:0,19-Sep-21,stadium_clmn_venue: Brigadier Gral. Estanislao López,La Liga professional,2021,Argentina,1 - 0,1,0,12,0,4,5,3,58.4,694,474,356,75,10,34,20,12,59,14,38,15,22,24,67,36,12,16,11,8,50,10,0,9,0,0,90
1796,Central Cordoba de Santiago,1,Manager:Sergio Rondina,4-3-1-2,stadium_clmn_attend:0,19-Sep-21,stadium_clmn_venue: Brigadier Gral. Estanislao López,La Liga professional,2021,Argentina,1 - 0,0,1,17,0,2,9,6,41.6,577,331,244,74,14,23,12,20,52,23,62,22,15,24,55,44,20,28,15,3,67,13,0,9,1,0,90
1797,Atletico Tucuman,0,Manager:Omar De Felippe,4-4-2,stadium_clmn_attend:0,19-Sep-21,stadium_clmn_venue: Monumental Presidente José Fierro,La Liga professional,2021,Argentina,1 - 2,1,2,6,0,1,5,0,51.3,631,429,329,77,4,17,11,6,65,22,46,26,22,19,76,25,6,10,14,2,50,12,0,17,1,0,90
1797,Boca Juniors,1,Manager:Sebastián Battaglia,4-3-1-2,stadium_clmn_attend:0,19-Sep-21,stadium_clmn_venue: Monumental Presidente José Fierro,La Liga professional,2021,Argentina,1 - 2,2,1,14,0,6,6,2,48.7,619,412,309,75,10,14,6,11,43,26,54,22,26,18,62,29,11,15,16,2,0,11,0,9,0,0,90
1798,Defensa y Justicia,0,Manager:Sebastián Beccacece,3-4-2-1,stadium_clmn_attend:0, 21-Sep-21,stadium_clmn_venue: Norberto Tomaghello,La Liga professional,2021,Argentina,0 - 0,0,0,14,1,3,9,2,52.8,703,460,364,79,9,17,12,9,71,16,48,11,22,21,70,30,9,33,17,4,50,7,0,12,0,0,90
